path,genres
990903.jpg,"[4, 8]"
76649.jpg,"[3, 6, 16, 10, 0]"
202189.jpg,[3]
202189.jpg,[17]
389265.jpg,"[17, 11]"
249238.jpg,"[10, 0]"
304765.jpg,[0]
1064486.jpg,"[11, 0, 8]"
42302.jpg,"[3, 6, 1, 18]"
26752.jpg,"[8, 0, 16]"
410124.jpg,[0]
6473.jpg,"[3, 6, 4]"
1127166.jpg,"[10, 0]"
77877.jpg,"[0, 10]"
159468.jpg,"[3, 6]"
1297763.jpg,"[11, 3, 7]"
1434102.jpg,"[8, 10, 0]"
286664.jpg,"[0, 9]"
13319.jpg,"[1, 8]"
1300544.jpg,[0]
43347.jpg,"[0, 8, 10]"
117559.jpg,"[8, 0]"
117559.jpg,[0]
1079091.jpg,"[0, 10]"
578714.jpg,[17]
267985.jpg,[0]
37056.jpg,"[8, 0, 10]"
1148817.jpg,"[5, 1, 0, 12, 4]"
11775.jpg,"[8, 10, 5]"
218470.jpg,"[4, 18, 12]"
154121.jpg,[4]
154121.jpg,[17]
518239.jpg,"[8, 1]"
1045563.jpg,"[1, 2]"
660719.jpg,[0]
50512.jpg,"[0, 10]"
1135873.jpg,"[0, 10]"
106474.jpg,"[0, 10]"
610924.jpg,[0]
1523652.jpg,"[0, 10]"
14324.jpg,"[6, 3, 8, 10]"
1148906.jpg,"[6, 7, 2]"
672251.jpg,"[10, 0]"
18230.jpg,"[3, 0, 4, 18]"
1215918.jpg,"[4, 0, 12, 1, 5]"
139808.jpg,"[8, 10]"
354273.jpg,"[8, 10]"
216100.jpg,"[8, 3]"
43040.jpg,"[14, 5, 0]"
1237082.jpg,"[9, 8, 6, 13]"
84094.jpg,[0]
765967.jpg,[1]
765967.jpg,[8]
455744.jpg,[5]
557642.jpg,"[11, 9]"
1019444.jpg,"[1, 8]"
67305.jpg,"[3, 4]"
293491.jpg,"[8, 10]"
304765.jpg,[0]
341077.jpg,"[3, 5, 0, 4]"
1267.jpg,"[11, 8, 9]"
1267.jpg,[17]
512195.jpg,"[3, 8, 5]"
262330.jpg,"[0, 16]"
517015.jpg,[1]
67448.jpg,[0]
557743.jpg,[13]
1205515.jpg,"[0, 8]"
585213.jpg,[3]
101339.jpg,"[0, 16]"
1492808.jpg,"[3, 6, 8]"
5825.jpg,[8]
409585.jpg,[0]
1447287.jpg,[3]
58014.jpg,"[5, 0]"
84387.jpg,[1]
5546.jpg,"[8, 7, 18]"
19908.jpg,"[8, 1]"
1395965.jpg,[0]
20053.jpg,"[3, 8, 5]"
611562.jpg,[3]
76568.jpg,"[14, 8]"
1325926.jpg,"[18, 4, 0]"
31035.jpg,"[8, 5, 0]"
927740.jpg,"[0, 4]"
523280.jpg,"[3, 6, 10, 14]"
351821.jpg,"[0, 8]"
13394.jpg,"[6, 11, 8, 2, 9]"
428347.jpg,[0]
249059.jpg,"[8, 9, 18]"
257660.jpg,"[5, 8, 10]"
67305.jpg,"[3, 4]"
1212271.jpg,[0]
1212271.jpg,[0]
104713.jpg,"[3, 4, 1]"
204724.jpg,[0]
934632.jpg,"[7, 3, 6]"
153327.jpg,[8]
355024.jpg,[8]
1476460.jpg,[0]
92806.jpg,"[7, 0]"
382598.jpg,"[9, 8, 3]"
169345.jpg,[0]
216156.jpg,[0]
58233.jpg,"[5, 3, 8]"
248749.jpg,[8]
1147400.jpg,"[11, 3, 2, 9, 18]"
544063.jpg,[17]
64086.jpg,"[4, 18, 12, 1]"
1044309.jpg,"[18, 8, 10]"
213131.jpg,[8]
1271474.jpg,[3]
123553.jpg,"[2, 3, 12]"
57308.jpg,[8]
12791.jpg,"[1, 4]"
1248206.jpg,"[8, 0]"
606237.jpg,[8]
871.jpg,"[7, 6, 0, 3]"
282530.jpg,[10]
1241726.jpg,"[1, 4]"
9886.jpg,"[7, 3, 6]"
474560.jpg,"[0, 10]"
297761.jpg,"[3, 6, 2]"
518833.jpg,[17]
32600.jpg,"[8, 10]"
9343.jpg,"[0, 6]"
750272.jpg,[0]
70776.jpg,"[8, 1]"
137233.jpg,"[5, 3]"
481848.jpg,"[6, 9, 0]"
136786.jpg,[17]
1289778.jpg,[0]
1143973.jpg,[0]
3681.jpg,"[8, 10]"
3681.jpg,"[15, 17]"
280217.jpg,"[3, 6, 11, 8, 9]"
294092.jpg,"[12, 7, 18, 4, 0]"
294092.jpg,[1]
292266.jpg,"[13, 8]"
1234008.jpg,[1]
10760.jpg,[8]
818422.jpg,"[4, 5]"
996090.jpg,"[0, 10]"
700136.jpg,[0]
56919.jpg,"[0, 10]"
56919.jpg,[0]
56919.jpg,"[6, 0]"
610502.jpg,"[0, 5]"
214291.jpg,"[0, 4, 5]"
330894.jpg,"[9, 0]"
267896.jpg,[0]
59861.jpg,"[8, 10, 0]"
31035.jpg,"[8, 5, 0]"
676759.jpg,"[8, 0]"
731110.jpg,"[9, 6]"
153327.jpg,[8]
153327.jpg,"[17, 16]"
346469.jpg,"[0, 10]"
408167.jpg,"[10, 0, 2]"
408167.jpg,"[10, 8]"
204142.jpg,[0]
394830.jpg,"[1, 12, 4]"
84474.jpg,"[0, 3, 5]"
814972.jpg,"[8, 0]"
587317.jpg,"[11, 0, 10]"
20322.jpg,"[8, 0, 10]"
114847.jpg,"[1, 4, 0]"
114847.jpg,"[9, 0]"
576938.jpg,[1]
299264.jpg,"[10, 8, 0]"
737762.jpg,"[10, 18]"
418255.jpg,[1]
7461.jpg,"[0, 3, 4, 5]"
460048.jpg,"[8, 13]"
353081.jpg,"[3, 6]"
300940.jpg,[0]
109500.jpg,"[3, 14]"
49184.jpg,"[0, 8, 10]"
599349.jpg,"[0, 10, 4]"
1116877.jpg,[1]
271881.jpg,"[0, 10, 5]"
425104.jpg,"[11, 2, 3, 6, 18]"
9035.jpg,"[1, 7, 8]"
778655.jpg,"[0, 1]"
163333.jpg,"[0, 8]"
593035.jpg,"[3, 7, 4]"
599726.jpg,"[0, 10]"
100570.jpg,[0]
785533.jpg,"[10, 8]"
131347.jpg,"[0, 18]"
13448.jpg,"[4, 12]"
574856.jpg,[1]
1002338.jpg,[4]
341494.jpg,[0]
30593.jpg,"[11, 8, 0]"
812050.jpg,[0]
722917.jpg,"[6, 8, 10, 15]"
845414.jpg,"[8, 10]"
1476292.jpg,"[0, 10]"
16335.jpg,"[1, 4]"
211520.jpg,"[3, 0, 7, 18]"
661064.jpg,[0]
10601.jpg,"[6, 2, 9]"
1458322.jpg,"[10, 8, 0]"
845398.jpg,"[0, 4, 3]"
1030633.jpg,[8]
599075.jpg,"[8, 10]"
466129.jpg,"[1, 4]"
207270.jpg,"[4, 1]"
927755.jpg,"[18, 8, 10]"
389265.jpg,"[17, 11]"
61991.jpg,"[0, 8]"
229371.jpg,[0]
856498.jpg,[3]
1037858.jpg,"[11, 8, 9]"
616651.jpg,"[0, 5, 4]"
9450.jpg,"[8, 10, 0]"
2756.jpg,"[6, 4, 7]"
1240928.jpg,[17]
943533.jpg,"[4, 18, 0]"
154121.jpg,[4]
503365.jpg,[10]
942.jpg,"[3, 6, 8, 5, 4]"
73753.jpg,[8]
73753.jpg,"[11, 3, 2, 4]"
545815.jpg,[1]
61930.jpg,[8]
61930.jpg,"[0, 8, 18]"
53502.jpg,"[1, 7, 3]"
420634.jpg,"[1, 4]"
972619.jpg,[4]
105854.jpg,[1]
105854.jpg,[17]
183204.jpg,[1]
277934.jpg,"[3, 0, 10]"
341735.jpg,"[0, 10, 8]"
82684.jpg,[0]
14583.jpg,"[12, 5, 0, 4]"
14583.jpg,[8]
913829.jpg,[17]
756187.jpg,"[13, 8, 9]"
448119.jpg,"[9, 8, 2, 6]"
177343.jpg,[14]
72335.jpg,"[3, 5, 0]"
279013.jpg,"[10, 0, 2, 18]"
687.jpg,[0]
3056.jpg,"[18, 0, 1, 7, 12]"
1949.jpg,"[5, 12, 4]"
48732.jpg,"[17, 9]"
44885.jpg,"[11, 4, 3]"
781732.jpg,"[3, 5, 0]"
50228.jpg,[10]
10201.jpg,"[8, 10]"
245891.jpg,"[3, 4]"
69668.jpg,"[12, 0, 4]"
435097.jpg,[1]
37729.jpg,[0]
48916.jpg,[8]
141128.jpg,"[1, 5]"
929803.jpg,"[10, 0]"
34482.jpg,"[8, 0, 9]"
1174200.jpg,"[1, 12, 4]"
15105.jpg,"[8, 18]"
44265.jpg,"[1, 5]"
137603.jpg,"[15, 0]"
848775.jpg,[0]
655756.jpg,"[5, 18]"
20113.jpg,"[8, 10, 0]"
123611.jpg,[8]
1078023.jpg,"[3, 5, 8, 15]"
50334.jpg,"[5, 10, 4, 18]"
46717.jpg,"[0, 10]"
284116.jpg,[15]
589064.jpg,[0]
848181.jpg,[4]
614017.jpg,"[1, 12, 4, 0]"
57194.jpg,"[4, 0, 3]"
434643.jpg,[0]
9011.jpg,"[1, 2, 4]"
5176.jpg,[14]
49330.jpg,"[3, 6]"
64708.jpg,"[11, 15]"
306357.jpg,"[8, 0, 5]"
465878.jpg,"[0, 10]"
203110.jpg,"[8, 4]"
565326.jpg,"[8, 0]"
565326.jpg,"[0, 1]"
911331.jpg,[8]
77594.jpg,"[3, 1, 14]"
1521155.jpg,"[0, 2]"
300671.jpg,"[15, 3, 16, 0, 4]"
169636.jpg,"[4, 12, 1]"
82461.jpg,"[8, 10]"
647250.jpg,"[8, 3, 5]"
659940.jpg,"[4, 5]"
11101.jpg,"[0, 16, 15]"
253363.jpg,"[2, 1]"
378064.jpg,"[11, 0, 10]"
356062.jpg,"[0, 9, 6]"
43248.jpg,"[1, 7]"
913066.jpg,[0]
512963.jpg,[8]
777950.jpg,[8]
399402.jpg,"[3, 6, 4]"
330483.jpg,"[0, 10]"
330483.jpg,"[8, 18, 2]"
48457.jpg,"[0, 15, 3]"
333174.jpg,"[0, 15]"
1143295.jpg,[8]
261000.jpg,[0]
433562.jpg,[0]
433562.jpg,"[8, 0, 9, 10]"
319194.jpg,[8]
314786.jpg,"[3, 6, 5]"
1239443.jpg,"[17, 16]"
478122.jpg,[17]
33308.jpg,[1]
33308.jpg,[8]
25672.jpg,"[4, 5]"
453412.jpg,"[1, 3, 5]"
126889.jpg,"[1, 7, 4]"
485311.jpg,"[1, 4]"
107438.jpg,[1]
1535842.jpg,[17]
208478.jpg,"[0, 10]"
11481.jpg,"[0, 4, 1]"
217434.jpg,"[5, 0, 4]"
42013.jpg,"[0, 8]"
191140.jpg,[13]
60279.jpg,"[13, 10, 8]"
40095.jpg,"[3, 1, 7, 4, 8]"
360809.jpg,"[0, 8]"
1002577.jpg,"[0, 5]"
371685.jpg,"[2, 9]"
8363.jpg,[8]
99104.jpg,"[1, 8]"
382543.jpg,"[3, 0]"
748949.jpg,"[17, 5]"
13059.jpg,"[1, 7, 4]"
13059.jpg,"[10, 0]"
289792.jpg,"[4, 0]"
476987.jpg,[0]
184315.jpg,"[3, 6]"
10755.jpg,"[8, 9]"
185401.jpg,[8]
11619.jpg,"[6, 11, 8, 9]"
14330.jpg,"[8, 10]"
17236.jpg,"[10, 0]"
272920.jpg,"[0, 7, 2]"
658760.jpg,"[10, 8]"
52817.jpg,"[1, 4, 0]"
657528.jpg,"[8, 1]"
79970.jpg,"[4, 5]"
522402.jpg,"[7, 0, 6]"
30662.jpg,"[3, 7, 4]"
785722.jpg,"[13, 8]"
150984.jpg,"[5, 3]"
218381.jpg,[3]
1488099.jpg,[1]
603920.jpg,"[0, 4]"
100605.jpg,"[16, 15, 3]"
121147.jpg,[8]
1103789.jpg,"[5, 13, 0, 4]"
104711.jpg,"[6, 9]"
950.jpg,"[11, 9, 8, 6]"
279526.jpg,"[0, 3]"
313842.jpg,"[0, 9]"
1208052.jpg,[0]
223758.jpg,"[7, 3]"
1075721.jpg,"[17, 15, 16]"
271969.jpg,"[3, 16, 6, 0]"
38575.jpg,"[3, 6, 0, 9]"
95959.jpg,"[5, 0]"
499230.jpg,[8]
214009.jpg,"[5, 0, 10]"
33427.jpg,"[3, 6, 11, 9]"
22522.jpg,"[0, 16, 10]"
61046.jpg,"[10, 8]"
130747.jpg,"[0, 3, 4, 5]"
380513.jpg,[3]
380513.jpg,"[2, 8, 13]"
979043.jpg,[10]
70160.jpg,"[7, 6, 3, 4]"
14459.jpg,"[1, 4]"
10759.jpg,[8]
19912.jpg,"[1, 12]"
1251974.jpg,"[13, 17]"
113680.jpg,[8]
724209.jpg,"[4, 3]"
483222.jpg,"[8, 0]"
913829.jpg,[17]
365194.jpg,"[0, 7]"
439988.jpg,"[17, 16]"
57194.jpg,"[4, 0, 3]"
396398.jpg,"[8, 0]"
911916.jpg,"[11, 3, 6, 7]"
46391.jpg,[17]
203110.jpg,"[8, 4]"
1001840.jpg,"[7, 4]"
1287322.jpg,"[0, 16]"
1014590.jpg,"[10, 8]"
608994.jpg,[1]
13179.jpg,"[11, 9, 6, 2]"
462438.jpg,"[0, 5, 12, 18]"
435129.jpg,"[11, 15, 0, 9]"
377170.jpg,[14]
555817.jpg,"[3, 5]"
640915.jpg,"[8, 7]"
640915.jpg,[0]
1085019.jpg,[0]
149235.jpg,"[9, 2, 18]"
294254.jpg,"[7, 3, 4, 6]"
224756.jpg,[0]
1002307.jpg,[17]
1148713.jpg,"[4, 5]"
615666.jpg,"[9, 6, 2]"
916829.jpg,"[11, 13, 8]"
483551.jpg,"[18, 10, 0]"
1128568.jpg,"[8, 10]"
532880.jpg,"[8, 10]"
498630.jpg,"[8, 0, 18]"
500682.jpg,"[5, 0, 4]"
1123609.jpg,[0]
1014629.jpg,"[1, 12]"
400554.jpg,"[0, 10, 18]"
400554.jpg,[8]
962486.jpg,[1]
1232864.jpg,[13]
14709.jpg,"[8, 0, 10]"
836041.jpg,[8]
138130.jpg,"[10, 0]"
106913.jpg,"[7, 6, 2]"
106913.jpg,[17]
228161.jpg,"[2, 8, 11, 7, 9]"
77292.jpg,"[15, 12]"
375880.jpg,"[0, 5, 4, 12]"
690286.jpg,[1]
455783.jpg,[4]
960969.jpg,[0]
459990.jpg,[0]
11008.jpg,"[6, 8, 9]"
810406.jpg,"[13, 10, 0]"
511785.jpg,"[8, 0]"
32352.jpg,"[8, 2, 6]"
835443.jpg,"[0, 6]"
2102.jpg,[7]
286664.jpg,"[0, 9]"
268413.jpg,"[5, 3, 0]"
48660.jpg,"[1, 7]"
201267.jpg,[0]
471466.jpg,"[0, 13]"
471466.jpg,[8]
13904.jpg,"[5, 0, 10]"
419835.jpg,"[12, 5, 4]"
279965.jpg,"[1, 7, 3]"
130374.jpg,"[8, 10]"
316110.jpg,[8]
321966.jpg,"[18, 8]"
321966.jpg,"[0, 10]"
9837.jpg,"[6, 11, 0, 9]"
643301.jpg,"[4, 7, 3]"
272452.jpg,"[0, 4]"
116185.jpg,"[3, 5]"
58732.jpg,"[8, 13]"
839033.jpg,"[11, 2, 6, 3]"
115771.jpg,[8]
115771.jpg,"[17, 16]"
49330.jpg,"[3, 6]"
10663.jpg,[8]
16763.jpg,"[5, 4, 1]"
758744.jpg,[1]
8741.jpg,"[0, 16, 15]"
1007056.jpg,"[14, 3]"
108453.jpg,"[4, 12, 1]"
61263.jpg,[0]
24229.jpg,"[5, 12]"
24229.jpg,[0]
187513.jpg,[0]
180717.jpg,[4]
843380.jpg,"[14, 4, 3]"
843380.jpg,[8]
210661.jpg,"[0, 16]"
340613.jpg,[0]
452469.jpg,[17]
110000.jpg,"[0, 14]"
764.jpg,[1]
435028.jpg,"[0, 10]"
1134464.jpg,[6]
512109.jpg,[11]
9788.jpg,[8]
444477.jpg,[8]
311180.jpg,[0]
261250.jpg,"[2, 8, 9]"
176.jpg,"[1, 12, 5]"
1003598.jpg,[7]
15660.jpg,[0]
178809.jpg,"[3, 7, 4]"
7518.jpg,"[9, 8, 11]"
65638.jpg,"[5, 0]"
380513.jpg,[3]
173147.jpg,"[3, 5, 4]"
856289.jpg,"[3, 2, 15]"
63092.jpg,"[0, 18]"
838240.jpg,"[11, 0, 8, 7]"
1450599.jpg,"[3, 0, 6]"
27259.jpg,"[1, 4]"
564840.jpg,[8]
724209.jpg,"[4, 3]"
33811.jpg,"[5, 0, 4]"
11620.jpg,"[0, 16, 10]"
480923.jpg,"[8, 1]"
480923.jpg,[0]
418667.jpg,[8]
535802.jpg,"[0, 5]"
950925.jpg,[1]
711637.jpg,[0]
1442776.jpg,"[3, 4, 1]"
599826.jpg,[0]
1142254.jpg,"[4, 0]"
235765.jpg,"[11, 8]"
61979.jpg,"[10, 0]"
24963.jpg,"[1, 7, 4]"
811551.jpg,"[8, 10]"
159618.jpg,"[8, 0]"
10048.jpg,[7]
10048.jpg,[17]
488508.jpg,[0]
86980.jpg,"[8, 10]"
524.jpg,"[5, 0]"
524.jpg,"[16, 8]"
247441.jpg,"[8, 13]"
73753.jpg,[8]
1043725.jpg,"[1, 12]"
105854.jpg,[1]
658428.jpg,"[0, 8]"
255382.jpg,"[0, 10]"
1196656.jpg,[10]
173727.jpg,"[6, 9, 2, 10]"
49494.jpg,"[6, 0]"
499240.jpg,"[10, 0, 13, 3]"
665762.jpg,[9]
617653.jpg,"[16, 0, 3]"
445177.jpg,"[5, 8]"
445177.jpg,[0]
5955.jpg,"[5, 0, 12, 4]"
414958.jpg,[8]
870160.jpg,"[3, 0]"
322506.jpg,[17]
604.jpg,"[6, 3, 4, 7]"
778560.jpg,[1]
778560.jpg,"[5, 12]"
119601.jpg,[0]
1242434.jpg,"[4, 5, 0]"
530743.jpg,"[0, 12, 4]"
9969.jpg,"[8, 9]"
181463.jpg,[8]
1096493.jpg,"[0, 6]"
1096493.jpg,[0]
38543.jpg,"[10, 6, 3, 16]"
319351.jpg,"[5, 0, 12, 18]"
319351.jpg,"[2, 8, 13]"
3012.jpg,"[0, 15]"
3012.jpg,[1]
5725.jpg,[8]
20504.jpg,"[3, 4, 7]"
916263.jpg,[8]
400674.jpg,"[10, 0, 8]"
49707.jpg,"[9, 8]"
31939.jpg,"[0, 10]"
341321.jpg,[8]
408185.jpg,[1]
8363.jpg,[8]
120307.jpg,"[3, 6]"
703415.jpg,[0]
703415.jpg,"[4, 10]"
355112.jpg,[8]
284991.jpg,"[15, 8, 3]"
27651.jpg,"[1, 2, 15]"
99725.jpg,"[1, 0]"
84249.jpg,[0]
223501.jpg,[17]
847208.jpg,"[18, 0, 16]"
317944.jpg,"[9, 11]"
796955.jpg,"[5, 10]"
426217.jpg,"[1, 0, 4]"
1140530.jpg,"[0, 10]"
1145358.jpg,[14]
457308.jpg,"[13, 10, 0]"
202971.jpg,[0]
27578.jpg,"[4, 6, 3]"
9035.jpg,"[1, 7, 8]"
1376240.jpg,[0]
624254.jpg,"[5, 0, 18]"
792001.jpg,"[4, 10, 0]"
1287715.jpg,"[4, 1, 18]"
61046.jpg,"[10, 8]"
463272.jpg,"[3, 6, 8]"
390747.jpg,[17]
46856.jpg,"[15, 3, 0, 16]"
675902.jpg,"[3, 4]"
601297.jpg,[8]
346134.jpg,"[8, 0]"
1119090.jpg,"[11, 9, 2, 1]"
236273.jpg,"[11, 8]"
950.jpg,"[11, 9, 8, 6]"
998625.jpg,[0]
998625.jpg,[0]
503.jpg,"[6, 3, 0, 4]"
51578.jpg,[8]
1046171.jpg,[8]
647265.jpg,[8]
854542.jpg,[0]
854542.jpg,"[16, 0]"
127299.jpg,[3]
431959.jpg,[4]
30149.jpg,"[8, 9]"
457648.jpg,"[3, 8, 10]"
109771.jpg,[17]
16299.jpg,"[8, 9]"
794738.jpg,"[1, 12]"
714339.jpg,[0]
1052442.jpg,[0]
11321.jpg,[0]
436222.jpg,"[4, 0]"
126022.jpg,"[1, 10]"
979.jpg,"[0, 4, 5]"
1315772.jpg,"[9, 8, 11]"
268387.jpg,"[5, 0]"
31945.jpg,"[0, 5, 4]"
9441.jpg,"[0, 10, 8]"
11345.jpg,"[5, 0, 4, 1]"
1415578.jpg,"[8, 0]"
55888.jpg,"[5, 0, 1, 4]"
1249213.jpg,"[12, 4]"
1249213.jpg,[17]
993710.jpg,"[3, 8]"
333545.jpg,"[7, 3]"
613178.jpg,"[3, 6, 4]"
360809.jpg,"[0, 8]"
535581.jpg,"[8, 1]"
64817.jpg,[8]
10982.jpg,"[11, 8, 9, 5, 12]"
10982.jpg,[13]
308722.jpg,[9]
1239443.jpg,"[17, 16]"
104062.jpg,[0]
653569.jpg,"[8, 7]"
368150.jpg,"[14, 18]"
264660.jpg,"[0, 7]"
189348.jpg,"[0, 10]"
91606.jpg,"[0, 4]"
191.jpg,[0]
380234.jpg,[3]
456154.jpg,"[11, 9]"
50970.jpg,"[0, 2]"
512091.jpg,"[18, 8]"
638241.jpg,"[8, 9]"
205.jpg,"[0, 16, 15]"
661064.jpg,[0]
105894.jpg,[0]
467333.jpg,[8]
352165.jpg,[8]
9079.jpg,"[0, 10]"
374740.jpg,[0]
356385.jpg,[8]
615777.jpg,"[0, 8]"
615777.jpg,[0]
44682.jpg,"[1, 4]"
273462.jpg,[8]
35921.jpg,"[5, 0, 16, 4]"
132.jpg,"[17, 13]"
1181548.jpg,[3]
378263.jpg,[17]
807467.jpg,[17]
73750.jpg,[8]
422145.jpg,[8]
85268.jpg,"[0, 3]"
1033462.jpg,"[3, 6, 7]"
1290547.jpg,[1]
434980.jpg,[8]
262978.jpg,[6]
30765.jpg,"[6, 0, 9]"
1370814.jpg,"[0, 1]"
31962.jpg,"[0, 10, 4, 15]"
306592.jpg,[8]
39283.jpg,"[1, 7]"
581600.jpg,"[8, 3, 4]"
530915.jpg,"[15, 16, 0, 3]"
1331208.jpg,[0]
1331208.jpg,"[11, 8]"
837335.jpg,"[0, 2, 8]"
43248.jpg,"[1, 7]"
301001.jpg,"[15, 3, 0, 16]"
166546.jpg,"[10, 13]"
830347.jpg,[8]
551808.jpg,"[1, 12]"
379283.jpg,"[13, 8]"
589064.jpg,[0]
339224.jpg,"[7, 3]"
934481.jpg,[0]
45928.jpg,"[5, 4, 10, 0]"
750329.jpg,"[13, 17]"
502406.jpg,"[1, 4]"
523776.jpg,[0]
239018.jpg,"[9, 18]"
90968.jpg,"[0, 6, 16]"
63092.jpg,"[0, 18]"
433989.jpg,[1]
1832.jpg,"[2, 8, 6]"
256454.jpg,[0]
11199.jpg,"[3, 6, 8]"
212249.jpg,"[9, 2]"
1275370.jpg,"[0, 4, 1, 12, 2]"
116423.jpg,"[8, 0]"
520736.jpg,[0]
73750.jpg,[8]
3036.jpg,"[0, 1, 7, 10]"
190955.jpg,"[4, 5, 0]"
658976.jpg,"[0, 9]"
565326.jpg,"[8, 0]"
701032.jpg,[11]
269815.jpg,"[8, 5]"
3172.jpg,"[8, 5]"
930726.jpg,"[3, 1]"
1234743.jpg,[0]
132.jpg,"[17, 13]"
162676.jpg,"[8, 11]"
789854.jpg,"[5, 0]"
84942.jpg,"[1, 4]"
114692.jpg,"[8, 5]"
1281989.jpg,[1]
118802.jpg,[8]
1021740.jpg,[3]
768402.jpg,"[13, 6, 3, 2]"
1395839.jpg,"[4, 12, 1]"
11008.jpg,"[6, 8, 9]"
307168.jpg,[3]
1407454.jpg,[1]
621681.jpg,"[1, 10]"
855912.jpg,"[1, 8]"
1272533.jpg,"[11, 16, 0]"
298747.jpg,[0]
449178.jpg,"[0, 3]"
173731.jpg,"[6, 9, 2, 10]"
176.jpg,"[1, 12, 5]"
1254135.jpg,"[3, 15, 4]"
522162.jpg,"[3, 15, 16]"
302066.jpg,"[0, 10]"
547886.jpg,[8]
68555.jpg,"[18, 4, 11, 5, 0, 2]"
136726.jpg,[0]
1132017.jpg,[0]
565373.jpg,"[1, 8, 2]"
419041.jpg,[8]
5848.jpg,"[5, 0, 4]"
136467.jpg,"[7, 12, 1]"
1225572.jpg,"[1, 8]"
103925.jpg,"[6, 8]"
76231.jpg,"[6, 16, 10]"
820883.jpg,[0]
9529.jpg,"[0, 1, 4]"
13256.jpg,"[3, 6, 7]"
546121.jpg,"[4, 1, 0]"
170687.jpg,"[11, 8, 9, 2]"
141044.jpg,[8]
260837.jpg,[5]
27579.jpg,"[5, 0, 4]"
1211002.jpg,[8]
251672.jpg,"[0, 4]"
36399.jpg,"[8, 0]"
18038.jpg,[8]
90968.jpg,"[0, 6, 16]"
12621.jpg,"[8, 13]"
64682.jpg,"[0, 10]"
466420.jpg,"[5, 16, 0]"
83937.jpg,"[0, 4, 5]"
38575.jpg,"[3, 6, 0, 9]"
522402.jpg,"[7, 0, 6]"
346901.jpg,"[5, 0]"
449348.jpg,[14]
269495.jpg,"[0, 8]"
78169.jpg,"[1, 3, 4]"
1220540.jpg,"[0, 4, 12]"
428589.jpg,"[10, 8]"
338953.jpg,"[2, 6]"
338953.jpg,[17]
47032.jpg,[0]
31945.jpg,"[0, 5, 4]"
391765.jpg,"[3, 5, 0, 16]"
361787.jpg,[8]
11568.jpg,"[13, 3, 8, 5]"
718400.jpg,"[4, 1, 5, 3]"
54065.jpg,"[8, 0]"
9738.jpg,"[3, 2, 7]"
688232.jpg,[8]
935866.jpg,[8]
196204.jpg,[8]
349015.jpg,"[4, 0, 3]"
349015.jpg,[0]
1174350.jpg,[8]
87154.jpg,"[6, 8, 2]"
331356.jpg,"[18, 8]"
1136656.jpg,[17]
273165.jpg,"[0, 7]"
15188.jpg,"[0, 10]"
9353.jpg,[8]
11652.jpg,"[0, 16]"
1122453.jpg,"[8, 0, 9]"
1374049.jpg,"[8, 0]"
1020696.jpg,"[1, 4]"
1123609.jpg,[0]
860.jpg,"[4, 7, 0]"
1213303.jpg,[1]
315161.jpg,[0]
1186274.jpg,"[1, 4]"
829125.jpg,[13]
912916.jpg,"[10, 0, 8]"
62460.jpg,"[8, 2]"
1016411.jpg,[0]
496377.jpg,"[4, 1]"
185.jpg,"[7, 5]"
1012048.jpg,"[18, 8, 10]"
80477.jpg,[3]
290195.jpg,[0]
26832.jpg,"[3, 7]"
13141.jpg,[8]
284753.jpg,"[5, 4]"
140814.jpg,[8]
9103.jpg,"[3, 6, 0]"
1025180.jpg,"[18, 8, 10, 0]"
300717.jpg,"[15, 0]"
159004.jpg,"[17, 0, 5]"
1141700.jpg,"[3, 4]"
41792.jpg,"[6, 0, 8]"
14207.jpg,"[6, 3, 2, 18]"
56696.jpg,"[0, 15]"
1060839.jpg,"[8, 1, 4]"
307928.jpg,[0]
380043.jpg,"[4, 0, 5]"
13059.jpg,"[1, 7, 4]"
590575.jpg,"[1, 4]"
358219.jpg,"[10, 0]"
48123.jpg,"[4, 7]"
68722.jpg,[0]
444161.jpg,[10]
10360.jpg,"[0, 16]"
76321.jpg,"[8, 0]"
362609.jpg,"[0, 10]"
539364.jpg,"[1, 8]"
553.jpg,"[5, 0, 4]"
1573.jpg,"[3, 4]"
1573.jpg,[0]
824867.jpg,"[6, 0, 16]"
256115.jpg,"[8, 9]"
216100.jpg,"[8, 3]"
195165.jpg,"[1, 4, 7]"
11620.jpg,"[0, 16, 10]"
59861.jpg,"[8, 10, 0]"
445177.jpg,"[5, 8]"
8077.jpg,"[7, 3, 1]"
1380956.jpg,"[18, 10, 8]"
126423.jpg,"[17, 13]"
1275209.jpg,"[8, 15]"
13171.jpg,"[8, 10]"
877875.jpg,[0]
164533.jpg,[0]
64688.jpg,"[3, 8, 5]"
64688.jpg,[8]
1029333.jpg,"[0, 10]"
154282.jpg,[0]
616880.jpg,"[1, 4]"
237781.jpg,"[8, 5, 1]"
1141356.jpg,[3]
745023.jpg,[17]
1300501.jpg,"[3, 4]"
188489.jpg,"[1, 4]"
132855.jpg,[8]
302627.jpg,[8]
302627.jpg,[8]
1398655.jpg,[0]
1398655.jpg,[0]
365003.jpg,[8]
270111.jpg,"[4, 5, 0, 12]"
76649.jpg,"[3, 6, 16, 10, 0]"
24811.jpg,"[8, 0, 2]"
1037925.jpg,[8]
354924.jpg,"[1, 4]"
1092823.jpg,"[8, 3, 5]"
273670.jpg,[8]
